ArresteeID,outcome__rearrested_in_2020,arrests__total,charges__A,charges__B,charges__C,group,pred_logistic_no_race,pred_logistic_with_race,pred_rf_no_race,pred_rf_with_race
101402980,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
101533444,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101868432,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
10720443,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102607314,1,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101933916,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101832216,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101764015,0,5,0,5,0,A,0.070366495,0.050654547,0,0.004871946
101525912,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102079013,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101854845,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
8259802,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101755533,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101719374,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101904028,1,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101824581,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102145014,0,1,3,2,0,B,0.051586161,0.050623448,0.001238938,0.036388116
102318430,1,1,1,2,0,A,0.046427259,0.039306587,0.088138326,0.03308074
102245173,1,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101517626,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101960273,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101967478,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102102941,1,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102179639,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101898330,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102108412,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101935900,0,1,0,2,0,B,0.0440355,0.046943701,0.041857429,0.10823212
101724778,0,1,0,2,0,B,0.0440355,0.046943701,0.041857429,0.10823212
101914952,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100410367,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
10500776,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101933505,0,3,0,3,0,B,0.054726778,0.066147317,0.242088131,0.417513251
101961293,0,3,1,2,0,A,0.055557879,0.045899938,0.190179259,0.025256502
100545575,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
13171860,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101597058,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101859486,0,7,0,8,0,B,0.093334682,0.211341722,0.002941573,0.0159699
9847758,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102153899,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101820297,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101876622,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102150718,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101775635,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101549725,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102038220,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101670969,0,2,1,1,0,A,0.048930188,0.042916548,0.091972153,0.111766326
101614991,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102042047,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101658368,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101861243,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101839645,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
10209652,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102032034,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
101596077,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101928281,0,3,1,1,1,B,0.041027167,0.062263475,0.001836735,0.055633912
101687676,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101679827,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101908699,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100257295,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101990809,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101967477,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101932626,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101623872,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101781443,0,3,1,3,0,A,0.057664199,0.045435752,0.006022874,0.049247177
101944541,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102083565,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
12328233,0,5,1,5,0,A,0.074077583,0.051941457,0,0.001534255
101493255,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101990159,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102081073,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101952489,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101824096,1,1,1,2,0,A,0.046427259,0.039306587,0.088138326,0.03308074
102174640,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102112219,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101508504,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100213146,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102018396,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101740233,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102050634,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101860227,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
102081484,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101954404,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101566791,0,1,0,2,0,A,0.0440355,0.038320067,0.041857429,0.005704391
101983609,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100078154,0,1,0,1,1,A,0.032414941,0.028292823,0.025931555,0.00139806
102075436,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101824815,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
9531372,0,1,2,1,0,B,0.047138606,0.049869748,0.04980742,0.043527379
102038842,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
9983823,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101663205,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101707886,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101785966,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102215064,0,1,1,1,2,B,0.026089068,0.026022979,0,0.000828217
102008363,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
101874178,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
10618575,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101752066,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101566791,0,1,0,2,0,A,0.0440355,0.038320067,0.041857429,0.005704391
45028070,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102030553,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102018739,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101875738,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101754309,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101701010,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
102220112,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101621059,0,2,1,1,0,A,0.048930188,0.042916548,0.091972153,0.111766326
101835595,0,1,2,1,0,A,0.047138606,0.040731567,0.04980742,0.057187857
20690687,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
102008372,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102445561,1,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
101625112,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102030696,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101523567,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102120022,0,2,3,2,2,A,0.033086356,0.02386535,0,0.00554075
101485987,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102103872,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100768930,0,4,0,4,0,A,0.06208837,0.047377463,0.100355947,0.005741511
100897583,0,4,0,4,0,A,0.06208837,0.047377463,0.100355947,0.005741511
102075144,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102094024,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101791627,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101097840,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101731032,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102026827,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
13208368,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101469910,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102222755,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101813964,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101671275,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101821044,0,1,0,2,0,A,0.0440355,0.038320067,0.041857429,0.005704391
102046215,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101564607,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101953603,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101705529,0,5,0,5,0,A,0.070366495,0.050654547,0,0.004871946
101357057,0,7,0,7,0,A,0.090049923,0.057862207,0.059577656,0.051242562
101639167,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102074395,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102071203,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101510697,0,5,3,5,0,B,0.08204458,0.142889616,0.01,0.117871048
101992937,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101831594,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102077282,0,1,2,2,0,A,0.048942275,0.04031744,0.145308835,0.007590138
101549291,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
25319710,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101517326,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101989715,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101704722,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101952253,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
100413688,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
102024799,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101926843,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
101601564,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101504313,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101373436,0,3,2,1,0,A,0.056400847,0.047552115,0,0.040141167
101657402,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100207360,0,11,1,11,0,A,0.151673622,0.077106307,0,0.001449597
102024797,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
11782568,0,6,0,6,0,A,0.079654592,0.054145421,0.228686863,0.297569157
102168448,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101713416,0,5,0,5,0,A,0.070366495,0.050654547,0,0.004871946
101975946,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100532046,0,2,2,1,1,B,0.039512932,0.048401541,0,0.000701454
101991068,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102069453,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102186246,1,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101642155,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102184645,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
48070676,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101869144,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
10550744,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102044189,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101679562,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102109338,1,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
100297700,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101808207,0,1,2,1,0,A,0.047138606,0.040731567,0.04980742,0.057187857
101952280,0,2,0,3,0,A,0.050035075,0.040997616,0.002625132,0.048525605
101662097,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102207583,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101526569,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
101341089,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101057097,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101572011,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
48116801,0,2,2,1,0,B,0.051573457,0.053849664,0,0.003891202
25737581,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101640216,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101934772,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101654191,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100824257,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101633611,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
101993910,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101115350,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101520186,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100453527,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101671928,0,6,0,6,0,A,0.079654592,0.066085694,0.228686863,0.024326504
101706615,0,1,2,1,1,B,0.036075728,0.036559356,0.000917611,0.008997499
100363567,1,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101847294,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101857352,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
101629398,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101768780,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101557938,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102354946,1,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101985157,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101719662,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100217297,1,2,1,1,0,A,0.048930188,0.042916548,0.091972153,0.111766326
102117689,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102107267,0,2,1,2,0,A,0.050798754,0.042481189,0.169580848,0.05047288
101700886,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102201427,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101673120,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
101834866,0,1,1,1,0,B,0.044711919,0.048631533,0.015897755,0.027533771
101995915,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
13200096,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
100182615,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100002082,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101904223,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
101792261,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101798304,0,3,1,3,0,A,0.057664199,0.045435752,0.006022874,0.049247177
101882348,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101508230,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
11556182,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102080230,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102138873,0,1,1,1,1,A,0.034198116,0.029028992,0,0.000473866
100419604,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101600915,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101605889,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101892285,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101895366,0,2,2,1,0,A,0.051573457,0.044015985,0,0.010087074
101558595,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101491179,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101625898,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102022442,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101687286,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
102160966,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101933505,0,3,0,3,0,B,0.054726778,0.066147317,0.242088131,0.417513251
101344409,0,6,0,6,0,A,0.079654592,0.054145421,0.228686863,0.297569157
101505453,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102051419,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100381134,0,3,0,3,0,A,0.054726778,0.044302496,0.242088131,0.139892658
100495207,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101319820,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
102055233,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
100088177,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101599918,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101711921,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101851512,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102059477,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
10879223,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101296911,0,2,0,2,0,A,0.048193174,0.041418428,0.08871716,0.07581312
10602673,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102012885,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101786874,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101991834,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
101616208,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101988860,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102137525,0,1,0,1,0,B,0.042404598,0.047422527,0.03505498,0.0592403
11940753,0,2,1,1,0,A,0.048930188,0.042916548,0.091972153,0.111766326
101756567,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
101847727,0,1,0,1,0,A,0.042404598,0.038714505,0.03505498,0.018620913
102095116,0,1,1,1,0,A,0.044711919,0.039710761,0.015897755,0.006301095
