IncidentNum,ArresteeID,age,race,sex,current_charge_violent,age_younger_than_20,pending_charge,prior_conviction,prior_violent_conviction,prior_violent_conviction_3plus,outcome__violent_rearrest,outcome__any_rearrest
058926-2019,102468259.0,50.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
058926-2019,8607720.0,50.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
058926-2019,102253069.0,50.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
058926-2019,102366171.0,50.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
058926-2019,102315487.0,50.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
058926-2019,102430303.0,50.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
095586-2019,101998644.0,23.0,Black,Male,1,0,0,0,0,0,0,0
032955-2019,101915551.0,29.0,Black,Male,1,0,0,0,0,0,0,0
032955-2019,101915551.0,29.0,Black,Male,1,0,0,0,0,0,0,0
186943-2019,102122292.0,23.0,Middle Eastern,Male,0,0,0,0,0,0,0,0
227077-2019,102175986.0,40.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
227077-2019,102175986.0,40.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
143265-2018,102493798.0,18.0,Black,Male,1,1,0,0,0,0,0,0
143265-2018,101681693.0,18.0,Black,Male,1,1,0,0,0,0,0,0
161955-2019,102089012.0,19.0,Black,Female,1,1,0,0,0,0,0,0
028702-2019,101909977.0,22.0,Black,Male,0,0,0,0,0,0,0,0
050205-2019,101937535.0,28.0,Black,Male,0,0,0,0,0,0,0,0
077116-2019,101068286.0,23.0,Black,Male,0,0,0,0,0,0,0,0
183242-2019,102012407.0,27.0,White,Male,0,0,0,1,0,0,0,0
183242-2019,101796796.0,27.0,White,Male,0,0,0,1,0,0,0,0
183242-2019,102117407.0,27.0,White,Male,0,0,0,1,0,0,0,0
183242-2019,101959727.0,27.0,White,Male,0,0,0,1,0,0,0,0
183242-2019,101878981.0,27.0,White,Male,0,0,0,1,0,0,0,0
183242-2019,101959132.0,27.0,White,Male,0,0,0,1,0,0,0,0
183242-2019,101835469.0,27.0,White,Male,0,0,0,1,0,0,0,0
183242-2019,101814742.0,27.0,White,Male,0,0,0,1,0,0,0,0
005358-2019,102012407.0,27.0,White,Male,0,0,1,0,0,0,0,1
005358-2019,101796796.0,27.0,White,Male,0,0,1,0,0,0,0,1
005358-2019,102117407.0,27.0,White,Male,0,0,1,0,0,0,0,1
005358-2019,101959727.0,27.0,White,Male,0,0,1,0,0,0,0,1
005358-2019,101878981.0,27.0,White,Male,0,0,1,0,0,0,0,1
005358-2019,101959132.0,27.0,White,Male,0,0,1,0,0,0,0,1
005358-2019,101835469.0,27.0,White,Male,0,0,1,0,0,0,0,1
005358-2019,101814742.0,27.0,White,Male,0,0,1,0,0,0,0,1
065963-2019,102012407.0,27.0,White,Male,0,0,1,1,0,0,0,1
065963-2019,101796796.0,27.0,White,Male,0,0,1,1,0,0,0,1
065963-2019,102117407.0,27.0,White,Male,0,0,1,1,0,0,0,1
065963-2019,101959727.0,27.0,White,Male,0,0,1,1,0,0,0,1
065963-2019,101878981.0,27.0,White,Male,0,0,1,1,0,0,0,1
065963-2019,101959132.0,27.0,White,Male,0,0,1,1,0,0,0,1
065963-2019,101835469.0,27.0,White,Male,0,0,1,1,0,0,0,1
065963-2019,101814742.0,27.0,White,Male,0,0,1,1,0,0,0,1
106015-2019,102012407.0,27.0,White,Male,0,0,1,1,0,0,0,1
106015-2019,101796796.0,27.0,White,Male,0,0,1,1,0,0,0,1
106015-2019,102117407.0,27.0,White,Male,0,0,1,1,0,0,0,1
106015-2019,101959727.0,27.0,White,Male,0,0,1,1,0,0,0,1
106015-2019,101878981.0,27.0,White,Male,0,0,1,1,0,0,0,1
106015-2019,101959132.0,27.0,White,Male,0,0,1,1,0,0,0,1
106015-2019,101835469.0,27.0,White,Male,0,0,1,1,0,0,0,1
106015-2019,101814742.0,27.0,White,Male,0,0,1,1,0,0,0,1
066344-2019,102012407.0,27.0,White,Male,0,0,1,1,0,0,0,1
066344-2019,101796796.0,27.0,White,Male,0,0,1,1,0,0,0,1
066344-2019,102117407.0,27.0,White,Male,0,0,1,1,0,0,0,1
066344-2019,101959727.0,27.0,White,Male,0,0,1,1,0,0,0,1
066344-2019,101878981.0,27.0,White,Male,0,0,1,1,0,0,0,1
066344-2019,101959132.0,27.0,White,Male,0,0,1,1,0,0,0,1
066344-2019,101835469.0,27.0,White,Male,0,0,1,1,0,0,0,1
066344-2019,101814742.0,27.0,White,Male,0,0,1,1,0,0,0,1
223741-2018,102012407.0,27.0,White,Male,0,0,0,0,0,0,0,1
223741-2018,101796796.0,27.0,White,Male,0,0,0,0,0,0,0,1
223741-2018,102117407.0,27.0,White,Male,0,0,0,0,0,0,0,1
223741-2018,101959727.0,27.0,White,Male,0,0,0,0,0,0,0,1
223741-2018,101878981.0,27.0,White,Male,0,0,0,0,0,0,0,1
223741-2018,101959132.0,27.0,White,Male,0,0,0,0,0,0,0,1
223741-2018,101835469.0,27.0,White,Male,0,0,0,0,0,0,0,1
223741-2018,101814742.0,27.0,White,Male,0,0,0,0,0,0,0,1
235838-2018,102012407.0,27.0,White,Male,0,0,1,0,0,0,0,1
235838-2018,101796796.0,27.0,White,Male,0,0,1,0,0,0,0,1
235838-2018,102117407.0,27.0,White,Male,0,0,1,0,0,0,0,1
235838-2018,101959727.0,27.0,White,Male,0,0,1,0,0,0,0,1
235838-2018,101878981.0,27.0,White,Male,0,0,1,0,0,0,0,1
235838-2018,101959132.0,27.0,White,Male,0,0,1,0,0,0,0,1
235838-2018,101835469.0,27.0,White,Male,0,0,1,0,0,0,0,1
235838-2018,101814742.0,27.0,White,Male,0,0,1,0,0,0,0,1
251651-2018,102012407.0,27.0,White,Male,0,0,1,0,0,0,0,1
251651-2018,101796796.0,27.0,White,Male,0,0,1,0,0,0,0,1
251651-2018,102117407.0,27.0,White,Male,0,0,1,0,0,0,0,1
251651-2018,101959727.0,27.0,White,Male,0,0,1,0,0,0,0,1
251651-2018,101878981.0,27.0,White,Male,0,0,1,0,0,0,0,1
251651-2018,101959132.0,27.0,White,Male,0,0,1,0,0,0,0,1
251651-2018,101835469.0,27.0,White,Male,0,0,1,0,0,0,0,1
251651-2018,101814742.0,27.0,White,Male,0,0,1,0,0,0,0,1
046299-2019,20676995.0,21.0,Black,Male,1,0,0,0,0,0,0,0
046299-2019,20676995.0,21.0,Black,Male,1,0,0,0,0,0,0,0
047226-2019,101933772.0,41.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
047226-2019,101933772.0,41.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
072917-2019,10325930.0,40.0,Black,Female,0,0,0,0,0,0,0,0
072917-2019,10325930.0,40.0,Black,Female,0,0,0,0,0,0,0,0
221555-2019,102168411.0,28.0,White,Male,0,0,0,0,0,0,0,0
011530-2019,101887344.0,26.0,Black,Male,1,0,0,0,0,0,0,0
111101-2018,12614016.0,,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
048579-2019,101815122.0,30.0,Black,Female,0,0,0,0,0,0,0,0
048579-2019,101815122.0,30.0,Black,Female,1,0,0,0,0,0,0,0
048579-2019,101815122.0,30.0,Black,Female,0,0,0,0,0,0,0,0
048579-2019,101815122.0,30.0,Black,Female,1,0,0,0,0,0,0,0
050126-2019,101937419.0,44.0,Black,Male,0,0,0,0,0,0,0,0
221574-2019,102168612.0,38.0,Hispanic or Latino,Female,0,0,0,0,0,0,0,0
116068-2019,102025766.0,43.0,Black,Male,1,0,0,0,0,0,0,0
007382-2019,101881908.0,36.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
231879-2019,102182337.0,29.0,White,Male,0,0,0,0,0,0,0,0
120658-2019,102031542.0,54.0,Black,Female,0,0,0,0,0,0,0,0
134211-2019,102050130.0,46.0,White,Male,0,0,0,0,0,0,0,0
050075-2019,101937318.0,19.0,Hispanic or Latino,Male,1,1,0,1,1,0,0,0
128076-2018,101032433.0,18.0,Hispanic or Latino,Female,0,1,1,0,1,0,0,0
073160-2018,101032433.0,,Hispanic or Latino,Female,0,0,0,0,0,0,0,1
073160-2018,101032433.0,,Hispanic or Latino,Female,0,0,0,0,0,0,0,1
073160-2018,101032433.0,,Hispanic or Latino,Female,1,0,0,0,0,0,0,1
048158-2019,101935147.0,28.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
186943-2019,102122293.0,23.0,Black,Male,0,0,0,0,0,0,0,0
220194-2019,102166877.0,42.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
204770-2019,102146348.0,19.0,Black,Male,1,1,0,0,0,0,0,0
204770-2019,102241871.0,19.0,Black,Male,1,1,0,0,0,0,0,0
131498-2019,9234700.0,,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
099328-2019,102003340.0,22.0,Black,Male,0,0,0,0,0,0,0,0
201429-2019,102096190.0,22.0,Black,Male,1,0,1,0,1,0,0,0
167356-2019,102096190.0,22.0,Black,Male,1,0,0,0,0,0,1,1
167356-2019,102096190.0,22.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,10610937.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,10610937.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,48128548.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,48128548.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,101489037.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,101489037.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,10579992.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,10579992.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,102477935.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,102477935.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,102433987.0,23.0,Black,Male,0,0,0,0,0,0,1,1
004427-2018,102433987.0,23.0,Black,Male,0,0,0,0,0,0,1,1
261284-2019,102380642.0,44.0,Black,Male,0,0,0,0,0,0,0,0
261284-2019,102424265.0,44.0,Black,Male,0,0,0,0,0,0,0,0
261284-2019,102470958.0,44.0,Black,Male,0,0,0,0,0,0,0,0
261284-2019,102221818.0,44.0,Black,Male,0,0,0,0,0,0,0,0
261284-2019,102436886.0,44.0,Black,Male,0,0,0,0,0,0,0,0
261284-2019,102478939.0,44.0,Black,Male,0,0,0,0,0,0,0,0
261284-2019,102486046.0,44.0,Black,Male,0,0,0,0,0,0,0,0
261284-2019,102497532.0,44.0,Black,Male,0,0,0,0,0,0,0,0
261284-2019,102229166.0,44.0,Black,Male,0,0,0,0,0,0,0,0
261284-2019,102296787.0,44.0,Black,Male,0,0,0,0,0,0,0,0
184566-2018,101478809.0,55.0,Black,Male,1,0,0,0,0,0,0,0
184566-2018,101478809.0,55.0,Black,Male,0,0,0,0,0,0,0,0
184566-2018,101478809.0,55.0,Black,Male,1,0,0,0,0,0,0,0
106265-2019,102012849.0,28.0,Black,Male,1,0,0,0,0,0,0,0
106265-2019,102012849.0,28.0,Black,Male,1,0,0,0,0,0,0,0
217702-2019,102163485.0,25.0,Black,Male,0,0,0,0,0,0,0,0
194111-2019,102131116.0,55.0,Black,Male,0,0,0,0,0,0,0,0
013759-2019,101890565.0,29.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
013759-2019,101890565.0,29.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
160470-2019,25261010.0,27.0,Hispanic or Latino,Female,0,0,1,0,0,0,1,1
160470-2019,102082190.0,27.0,Hispanic or Latino,Female,0,0,1,0,0,0,1,1
160470-2019,102086985.0,27.0,Hispanic or Latino,Female,0,0,1,0,0,0,1,1
160470-2019,102295100.0,27.0,Hispanic or Latino,Female,0,0,1,0,0,0,1,1
156803-2019,25261010.0,27.0,Hispanic or Latino,Female,0,0,0,0,0,0,1,1
156803-2019,102082190.0,27.0,Hispanic or Latino,Female,0,0,0,0,0,0,1,1
156803-2019,102086985.0,27.0,Hispanic or Latino,Female,0,0,0,0,0,0,1,1
156803-2019,102295100.0,27.0,Hispanic or Latino,Female,0,0,0,0,0,0,1,1
206820-2019,25261010.0,27.0,Hispanic or Latino,Female,1,0,1,0,0,0,0,0
206820-2019,102082190.0,27.0,Hispanic or Latino,Female,1,0,1,0,0,0,0,0
206820-2019,102086985.0,27.0,Hispanic or Latino,Female,1,0,1,0,0,0,0,0
206820-2019,102295100.0,27.0,Hispanic or Latino,Female,1,0,1,0,0,0,0,0
113920-2019,102022873.0,39.0,Black,Female,0,0,0,0,0,0,0,0
129717-2018,101332387.0,27.0,Black,Male,1,0,0,1,1,0,1,1
129717-2018,101332387.0,27.0,Black,Male,1,0,0,1,1,0,1,1
014588-2018,101332387.0,28.0,Black,Male,1,0,0,0,0,0,1,1
160064-2018,101332387.0,27.0,Black,Male,1,0,1,1,1,0,0,0
193325-2019,100701369.0,34.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
193325-2019,102130093.0,34.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
209685-2019,102152938.0,48.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
181021-2019,102114114.0,19.0,Hispanic or Latino,Male,1,1,0,0,0,0,0,0
072122-2019,101967202.0,70.0,Black,Male,1,0,0,0,0,0,0,0
167940-2019,102097133.0,20.0,Hispanic or Latino,Male,0,1,0,0,0,0,0,0
030902-2019,101883127.0,34.0,Hispanic or Latino,Male,1,0,1,0,1,0,0,0
030902-2019,101912802.0,34.0,Hispanic or Latino,Male,1,0,1,0,1,0,0,0
008186-2019,101883127.0,34.0,Hispanic or Latino,Male,1,0,0,0,0,0,1,1
008186-2019,101912802.0,34.0,Hispanic or Latino,Male,1,0,0,0,0,0,1,1
105164-2019,102011343.0,28.0,White,Male,0,0,0,0,0,0,0,0
235393-2019,102187395.0,27.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
102117-2019,102007078.0,26.0,Black,Male,1,0,0,0,0,0,0,0
151172-2019,102074277.0,28.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
136430-2019,102053259.0,43.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
053662-2018,101306286.0,18.0,Hispanic or Latino,Female,0,1,0,0,0,0,0,0
053662-2018,101306286.0,18.0,Hispanic or Latino,Female,1,1,0,0,0,0,0,0
114023-2019,102023016.0,31.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
114023-2019,102023016.0,31.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
064440-2019,101957021.0,58.0,White,Male,0,0,0,0,0,0,0,0
099181-2019,102003154.0,24.0,Black,Male,0,0,0,0,0,0,0,0
136869-2019,102054109.0,58.0,Black,Male,1,0,0,0,0,0,0,0
058304-2019,101948548.0,21.0,White,Female,0,0,0,0,0,0,0,0
141795-2019,20712631.0,53.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
103320-2019,102008792.0,29.0,Black,Male,0,0,0,0,0,0,1,1
103320-2019,102018631.0,29.0,Black,Male,0,0,0,0,0,0,1,1
110707-2019,102008792.0,29.0,Black,Male,1,0,1,0,0,0,0,0
110707-2019,102018631.0,29.0,Black,Male,1,0,1,0,0,0,0,0
196511-2019,102134831.0,46.0,White,Male,0,0,0,0,0,0,0,0
196511-2019,102134831.0,46.0,White,Male,0,0,0,0,0,0,0,0
134459-2019,102050712.0,56.0,Black,Male,0,0,0,0,0,0,0,0
084201-2019,101983343.0,31.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
050528-2019,101937960.0,34.0,Black,Male,0,0,0,0,0,0,0,0
017632-2019,101895502.0,20.0,Hispanic or Latino,Male,1,1,0,0,0,0,0,0
017632-2019,101895502.0,20.0,Hispanic or Latino,Male,0,1,0,0,0,0,0,0
017632-2019,101895502.0,20.0,Hispanic or Latino,Male,0,1,0,0,0,0,0,0
103346-2019,102008922.0,26.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
239846-2019,102193415.0,25.0,Black,Male,1,0,0,0,0,0,0,0
048448-2019,8166943.0,,White,Male,0,0,0,0,0,0,0,0
053312-2019,101941714.0,39.0,Black,Male,0,0,0,0,0,0,0,0
143041-2019,102062914.0,28.0,Black,Male,0,0,0,0,0,0,0,0
150734-2019,102073789.0,30.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
001685-2019,101874256.0,25.0,Black,Male,1,0,0,0,0,0,0,0
067088-2018,101573625.0,31.0,Hispanic or Latino,Female,0,0,0,0,0,0,0,0
111554-2019,102019813.0,39.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
239505-2019,102192967.0,23.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,1
239505-2019,102208221.0,23.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,1
251100-2019,102192967.0,23.0,Hispanic or Latino,Male,0,0,1,0,0,0,0,0
251100-2019,102208221.0,23.0,Hispanic or Latino,Male,0,0,1,0,0,0,0,0
205511-2019,102147186.0,22.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
025263-2019,101905682.0,20.0,White,Male,1,1,0,0,0,0,0,0
032715-2019,101915263.0,27.0,Black,Male,0,0,0,0,0,0,0,1
101554-2019,102006235.0,29.0,White,Male,0,0,0,0,0,0,0,0
221753-2018,101794266.0,25.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
221753-2018,101794266.0,25.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
221753-2018,101794266.0,25.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
221753-2018,101794266.0,25.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
002296-2019,101875140.0,25.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
002296-2019,101875140.0,25.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
002296-2019,101875140.0,25.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
184566-2018,15413475.0,39.0,Black,Male,1,0,0,0,0,0,0,0
184566-2018,15413475.0,39.0,Black,Male,1,0,0,0,0,0,0,0
184566-2018,15413475.0,39.0,Black,Male,0,0,0,0,0,0,0,0
026029-2019,100056925.0,47.0,Black,Male,1,0,0,0,0,0,0,0
026029-2019,102413980.0,47.0,Black,Male,1,0,0,0,0,0,0,0
131368-2019,102046176.0,21.0,White,Male,0,0,0,0,0,0,0,0
177136-2019,102108982.0,46.0,Black,Male,0,0,0,0,0,0,0,0
265616-2018,100940120.0,20.0,White,Male,0,1,0,0,0,0,0,0
265616-2018,100940120.0,20.0,White,Male,1,1,0,0,0,0,0,0
195024-2019,9709460.0,,Black,Female,0,0,1,1,0,0,0,1
195024-2019,102050517.0,,Black,Female,0,0,1,1,0,0,0,1
195024-2019,102218878.0,,Black,Female,0,0,1,1,0,0,0,1
195024-2019,102001805.0,,Black,Female,0,0,1,1,0,0,0,1
195024-2019,101945728.0,,Black,Female,0,0,1,1,0,0,0,1
258936-2019,9709460.0,47.0,Black,Female,0,0,0,1,0,0,0,0
258936-2019,102050517.0,47.0,Black,Female,0,0,0,1,0,0,0,0
258936-2019,102218878.0,47.0,Black,Female,0,0,0,1,0,0,0,0
258936-2019,102001805.0,47.0,Black,Female,0,0,0,1,0,0,0,0
258936-2019,101945728.0,47.0,Black,Female,0,0,0,1,0,0,0,0
098007-2019,9709460.0,47.0,Black,Female,0,0,1,0,0,0,0,1
098007-2019,102050517.0,47.0,Black,Female,0,0,1,0,0,0,0,1
098007-2019,102218878.0,47.0,Black,Female,0,0,1,0,0,0,0,1
098007-2019,102001805.0,47.0,Black,Female,0,0,1,0,0,0,0,1
098007-2019,101945728.0,47.0,Black,Female,0,0,1,0,0,0,0,1
056143-2019,9709460.0,47.0,Black,Female,0,0,0,0,0,0,0,1
056143-2019,102050517.0,47.0,Black,Female,0,0,0,0,0,0,0,1
056143-2019,102218878.0,47.0,Black,Female,0,0,0,0,0,0,0,1
056143-2019,102001805.0,47.0,Black,Female,0,0,0,0,0,0,0,1
056143-2019,101945728.0,47.0,Black,Female,0,0,0,0,0,0,0,1
134421-2019,9709460.0,47.0,Black,Female,0,0,1,1,0,0,0,1
134421-2019,102050517.0,47.0,Black,Female,0,0,1,1,0,0,0,1
134421-2019,102218878.0,47.0,Black,Female,0,0,1,1,0,0,0,1
134421-2019,102001805.0,47.0,Black,Female,0,0,1,1,0,0,0,1
134421-2019,101945728.0,47.0,Black,Female,0,0,1,1,0,0,0,1
261560-2019,12232762.0,,Black,Male,0,0,0,0,0,0,0,0
212502-2019,102156638.0,42.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
044121-2019,101929560.0,21.0,White,Male,0,0,0,0,0,0,0,0
063922-2019,101369814.0,,Black,Male,0,0,0,0,0,0,0,0
246088-2019,102201501.0,50.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
246088-2019,102201501.0,50.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
134705-2019,102050873.0,32.0,Black,Male,1,0,0,0,0,0,0,0
032648-2019,101915128.0,45.0,White,Male,0,0,0,0,0,0,0,0
167973-2019,102097203.0,48.0,White,Male,1,0,0,0,0,0,0,0
183128-2019,102117299.0,31.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
064698-2019,102265611.0,31.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
225751-2019,101654254.0,27.0,Hispanic or Latino,Male,0,0,0,1,0,0,0,0
124148-2018,101654254.0,29.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
209001-2019,102152070.0,45.0,Black,Male,1,0,0,0,0,0,0,0
209001-2019,102152070.0,45.0,Black,Male,1,0,0,0,0,0,0,0
012373-2019,101888391.0,37.0,Black,Male,0,0,0,0,0,0,0,0
147537-2019,102069193.0,26.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
024182-2019,101904223.0,52.0,White,Male,1,0,0,0,0,0,0,0
024182-2019,101904223.0,52.0,White,Male,0,0,0,0,0,0,0,0
114560-2018,101641057.0,21.0,Black,Male,1,0,0,0,0,0,0,0
015511-2019,101892779.0,26.0,Black,Male,0,0,0,0,0,0,0,0
015511-2019,101892779.0,26.0,Black,Male,0,0,0,0,0,0,0,0
235289-2019,102187188.0,44.0,Black,Male,1,0,0,0,0,0,0,0
006558-2019,101880842.0,28.0,Black,Male,0,0,0,0,0,0,0,0
052881-2019,101941164.0,26.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
039786-2019,101924351.0,39.0,White,Male,0,0,0,0,0,0,0,0
039786-2019,101924351.0,39.0,White,Male,1,0,0,0,0,0,0,0
156855-2019,102082336.0,27.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
156855-2019,102082336.0,27.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
156855-2019,102082336.0,27.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
096782-2019,102000088.0,26.0,Black,Male,0,0,0,0,0,0,1,1
096782-2019,102050322.0,26.0,Black,Male,0,0,0,0,0,0,1,1
134298-2019,102000088.0,26.0,Black,Male,0,0,1,0,0,0,0,0
134298-2019,102000088.0,26.0,Black,Male,0,0,1,0,0,0,0,0
134298-2019,102000088.0,26.0,Black,Male,1,0,1,0,0,0,0,0
134298-2019,102050322.0,26.0,Black,Male,0,0,1,0,0,0,0,0
134298-2019,102050322.0,26.0,Black,Male,0,0,1,0,0,0,0,0
134298-2019,102050322.0,26.0,Black,Male,1,0,1,0,0,0,0,0
172753-2018,101723269.0,49.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
079247-2019,101976779.0,24.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
079247-2019,101976779.0,24.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
101314-2019,102006018.0,42.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
086458-2019,101986376.0,37.0,White,Male,1,0,0,0,0,0,0,0
086458-2019,101986376.0,37.0,White,Male,0,0,0,0,0,0,0,0
086458-2019,101986376.0,37.0,White,Male,1,0,0,0,0,0,0,0
053877-2019,101942593.0,28.0,Black,Male,1,0,0,0,0,0,0,0
159109-2019,13159249.0,,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
044813-2019,101930579.0,39.0,White,Female,1,0,0,0,0,0,0,0
044813-2019,101930579.0,39.0,White,Female,1,0,0,0,0,0,0,0
200935-2019,102140939.0,26.0,White,Female,0,0,1,0,0,0,0,0
200935-2019,101662606.0,26.0,White,Female,0,0,1,0,0,0,0,0
170605-2019,102140939.0,25.0,White,Female,0,0,0,0,0,0,0,1
170605-2019,101662606.0,25.0,White,Female,0,0,0,0,0,0,0,1
125258-2019,102037871.0,42.0,Black,Male,0,0,0,0,0,0,0,0
055998-2019,101945558.0,35.0,Black,Male,1,0,0,0,0,0,0,0
055998-2019,101945558.0,35.0,Black,Male,1,0,0,0,0,0,0,0
055998-2019,101945558.0,35.0,Black,Male,0,0,0,0,0,0,0,0
008516-2019,101883591.0,41.0,Black,Male,0,0,0,0,0,0,0,0
008516-2019,101883591.0,41.0,Black,Male,1,0,0,0,0,0,0,0
035946-2019,101919351.0,60.0,Black,Male,0,0,1,0,0,0,0,0
035946-2019,101889629.0,60.0,Black,Male,0,0,1,0,0,0,0,0
015820-2019,101919351.0,60.0,Black,Male,0,0,0,0,0,0,0,1
015820-2019,101889629.0,60.0,Black,Male,0,0,0,0,0,0,0,1
156631-2019,102081978.0,32.0,White,Female,0,0,0,0,0,0,0,0
032460-2019,8310331.0,,Black,Male,0,0,0,0,0,0,0,0
032460-2019,8310331.0,,Black,Male,0,0,0,0,0,0,0,0
032460-2019,8310331.0,,Black,Male,0,0,0,0,0,0,0,0
032460-2019,8310331.0,,Black,Male,0,0,0,0,0,0,0,0
041175-2019,101836448.0,18.0,Black,Male,0,1,0,0,0,0,0,0
041175-2019,101836448.0,18.0,Black,Male,0,1,0,0,0,0,0,0
241677-2019,102195852.0,29.0,Black,Male,1,0,0,0,0,0,0,0
241677-2019,102195852.0,29.0,Black,Male,0,0,0,0,0,0,0,0
246623-2019,102202270.0,57.0,Black,Male,0,0,0,0,0,0,0,0
246623-2019,102202270.0,57.0,Black,Male,0,0,0,0,0,0,0,0
246623-2019,102202270.0,57.0,Black,Male,0,0,0,0,0,0,0,0
246623-2019,102202270.0,57.0,Black,Male,0,0,0,0,0,0,0,0
197109-2019,102135303.0,26.0,White,Female,0,0,0,0,0,0,0,0
092658-2019,101994735.0,23.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
124106-2019,102036451.0,39.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
124106-2019,102036451.0,39.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
036624-2018,101527050.0,49.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
079763-2019,101978085.0,30.0,Hispanic or Latino,Male,1,0,0,0,0,0,0,0
053097-2019,101941382.0,29.0,Hispanic or Latino,Male,0,0,0,0,0,0,0,0
195377-2019,102133061.0,22.0,Black,Male,1,0,0,0,0,0,0,0
195377-2019,102133061.0,22.0,Black,Male,0,0,0,0,0,0,0,0
195377-2019,102133061.0,22.0,Black,Male,1,0,0,0,0,0,0,0
195377-2019,102133061.0,22.0,Black,Male,0,0,0,0,0,0,0,0
195377-2019,102133061.0,22.0,Black,Male,0,0,0,0,0,0,0,0
195377-2019,102133061.0,22.0,Black,Male,0,0,0,0,0,0,0,0
195377-2019,102133061.0,22.0,Black,Male,0,0,0,0,0,0,0,0
221966-2019,102169086.0,32.0,White,Male,0,0,0,0,0,0,0,0
115884-2019,102026683.0,34.0,White,Male,1,0,0,0,0,0,0,0
115884-2019,102026683.0,34.0,White,Male,1,0,0,0,0,0,0,0
